ccode,govtseq,portfolio,lastname,firstname,gender,party,marpor,multipleministers,ts_start,ts_end,duration
"USA",3,"Postmaster General","Donaldson","JM","Male","DEM",61320,0,20jan1951,19jan1953,731
"USA",3,"President","Truman","HS","Male","DEM",61320,0,20jan1951,19jan1953,731
"USA",3,"Secretary of State","Acheson","DG","Male","DEM",61320,0,20jan1951,19jan1953,731
"USA",3,"Treasury","Snyder","JW","Male","DEM",61320,0,20jan1951,19jan1953,731
"USA",3,"Vice President","Barkley","AW","Male","DEM",61320,0,20jan1951,19jan1953,731
"USA",4,"Administrator Federal Secretary","Hobby","OC","Female","REP",61620,0,20jan1953,19jan1955,730
"USA",4,"Agriculture","Benson","ET","Male","REP",61620,0,20jan1953,19jan1955,730
"USA",4,"Attorney General","Brownell","H ","Male","REP",61620,0,20jan1953,19jan1955,730
"USA",4,"Commerce","Weeks","S","Male","REP",61620,0,20jan1953,19jan1955,730
"USA",4,"Defense","Wilson","CE","Male","REP",61620,0,20jan1953,19jan1955,730
"USA",4,"Director of Budget","Dodge","JM","Male","REP",61620,1,20jan1953,19jan1955,730
"USA",4,"Director of Budget","Hughes","RB","Male","REP",61620,1,20jan1953,19jan1955,730
"USA",4,"Health, Education and Welfare","Hobby","OC","Female","REP",61620,0,20jan1953,19jan1955,730
"USA",4,"Interior","McKay","D","Male","REP",61620,0,20jan1953,19jan1955,730
"USA",4,"Labor","Durkin","MP","Male","DEM",61320,1,20jan1953,19jan1955,730
"USA",4,"Labor","Mitchell","JP","Male","REP",61620,1,20jan1953,19jan1955,730
"USA",4,"Postmaster General","Summerfield","AE","Male","REP",61620,0,20jan1953,19jan1955,730
"USA",4,"President","Eisenhower","DD","Male","REP",61620,0,20jan1953,19jan1955,730
"USA",4,"Secretary of State","Dulles","JF","Male","REP",61620,0,20jan1953,19jan1955,730
"USA",4,"Treasury","Humphrey","GM","Male","REP",61620,0,20jan1953,19jan1955,730
"USA",4,"Vice President","Nixon","RM","Male","REP",61620,0,20jan1953,19jan1955,730
"USA",5,"Agriculture","Benson","ET","Male","REP",61620,0,20jan1955,19jan1957,731
"USA",5,"Attorney General","Brownell","H ","Male","REP",61620,0,20jan1955,19jan1957,731
"USA",5,"Commerce","Weeks","S","Male","REP",61620,0,20jan1955,19jan1957,731
"USA",5,"Defense","Wilson","CE","Male","REP",61620,0,20jan1955,19jan1957,731
"USA",5,"Director of Budget","Hughes","RB","Male","REP",61620,1,20jan1955,19jan1957,731
"USA",5,"Director of Budget","Brundage","PE","Male","REP",61620,1,20jan1955,19jan1957,731
"USA",5,"Disarmament","Stassen","HE","Male","REP",61620,0,20jan1955,19jan1957,731
"USA",5,"Health, Education and Welfare","Folsom","MB","Male","REP",61620,1,20jan1955,19jan1957,731
"USA",5,"Health, Education and Welfare","Hobby","OC","Female","REP",61620,1,20jan1955,19jan1957,731
"USA",5,"Interior","Seaton","FA","Male","REP",61620,1,20jan1955,19jan1957,731
"USA",5,"Interior","McKay","D","Male","REP",61620,1,20jan1955,19jan1957,731
"USA",5,"Labor","Mitchell","JP","Male","REP",61620,0,20jan1955,19jan1957,731
"USA",5,"Postmaster General","Summerfield","AE","Male","REP",61620,0,20jan1955,19jan1957,731
"USA",5,"President","Eisenhower","DD","Male","REP",61620,0,20jan1955,19jan1957,731
"USA",5,"Secretary of State","Dulles","JF","Male","REP",61620,0,20jan1955,19jan1957,731
"USA",5,"Treasury","Humphrey","GM","Male","REP",61620,0,20jan1955,19jan1957,731
"USA",5,"Vice President","Nixon","RM","Male","REP",61620,0,20jan1955,19jan1957,731
"USA",6,"Agriculture","Benson","ET","Male","REP",61620,0,20jan1957,19jan1959,730
"USA",6,"Attorney General","Brownell","H ","Male","REP",61620,1,20jan1957,19jan1959,730
"USA",6,"Attorney General","Rogers","WP","Male","REP",61620,1,20jan1957,19jan1959,730
"USA",6,"Commerce","Weeks","S","Male","REP",61620,0,20jan1957,19jan1959,730
"USA",6,"Defense","Wilson","CE","Male","REP",61620,1,20jan1957,19jan1959,730
"USA",6,"Defense","McElroy","NH","Male","REP",61620,1,20jan1957,19jan1959,730
"USA",6,"Director of Budget","Stans","MH","Male","REP",61620,1,20jan1957,19jan1959,730
"USA",6,"Director of Budget","Brundage","PE","Male","REP",61620,1,20jan1957,19jan1959,730
"USA",6,"Disarmament","Stassen","HE","Male","REP",61620,0,20jan1957,19jan1959,730
"USA",6,"Health, Education and Welfare","Flemming","AS","Male","REP",61620,1,20jan1957,19jan1959,730
"USA",6,"Health, Education and Welfare","Folsom","MB","Male","REP",61620,1,20jan1957,19jan1959,730
"USA",6,"Interior","Seaton","FA","Male","REP",61620,0,20jan1957,19jan1959,730
"USA",6,"Labor","Mitchell","JP","Male","REP",61620,0,20jan1957,19jan1959,730
"USA",6,"Postmaster General","Summerfield","AE","Male","REP",61620,0,20jan1957,19jan1959,730
"USA",6,"President","Eisenhower","DD","Male","REP",61620,0,20jan1957,19jan1959,730
"USA",6,"Secretary of State","Dulles","JF","Male","REP",61620,0,20jan1957,19jan1959,730
"USA",6,"Treasury","Anderson","RB","Male","DEM",61320,1,20jan1957,19jan1959,730
"USA",6,"Treasury","Humphrey","GM","Male","REP",61620,1,20jan1957,19jan1959,730
"USA",6,"Vice President","Nixon","RM","Male","REP",61620,0,20jan1957,19jan1959,730
"USA",7,"Agriculture","Benson","ET","Male","REP",61620,0,20jan1959,19jan1961,731
"USA",7,"Attorney General","Rogers","WP","Male","REP",61620,0,20jan1959,19jan1961,731
"USA",7,"Commerce","Mueller","FH","Male","REP",61620,0,20jan1959,19jan1961,731
"USA",7,"Defense","Gates","TS","Male","REP",61620,1,20jan1959,19jan1961,731
"USA",7,"Defense","McElroy","NH","Male","REP",61620,1,20jan1959,19jan1961,731
"USA",7,"Director of Budget","Stans","MH","Male","REP",61620,0,20jan1959,19jan1961,731
"USA",7,"Health, Education and Welfare","Flemming","AS","Male","REP",61620,0,20jan1959,19jan1961,731
"USA",7,"Interior","Seaton","FA","Male","REP",61620,0,20jan1959,19jan1961,731
"USA",7,"Labor","Mitchell","JP","Male","REP",61620,0,20jan1959,19jan1961,731
"USA",7,"Postmaster General","Summerfield","AE","Male","REP",61620,0,20jan1959,19jan1961,731
"USA",7,"President","Eisenhower","DD","Male","REP",61620,0,20jan1959,19jan1961,731
"USA",7,"Secretary of State","Dulles","JF","Male","REP",61620,1,20jan1959,19jan1961,731
"USA",7,"Secretary of State","Herter","CA","Male","REP",61620,1,20jan1959,19jan1961,731
"USA",7,"Treasury","Anderson","RB","Male","DEM",61320,0,20jan1959,19jan1961,731
"USA",7,"Vice President","Nixon","RM","Male","REP",61620,0,20jan1959,19jan1961,731
"USA",8,"Agriculture","Freeman","OL","Male","DEM",61320,0,20jan1961,19jan1963,730
"USA",8,"Attorney General","Kennedy","RF","Male","DEM",61320,0,20jan1961,19jan1963,730
"USA",8,"Commerce","Hodges","LH","Male","DEM",61320,0,20jan1961,19jan1963,730
"USA",8,"Defense","McNamara","RS","Male","DEM",61320,0,20jan1961,19jan1963,730
"USA",8,"Health, Education and Welfare","Celebresse","AJ","Male","DEM",61320,1,20jan1961,19jan1963,730
"USA",8,"Health, Education and Welfare","Ribicoff","AA","Male","DEM",61320,1,20jan1961,19jan1963,730
"USA",8,"Housing and Town Development","Weaver","RC","Male","DEM",61320,0,20jan1961,19jan1963,730
"USA",8,"Interior","Udall","S","Male","DEM",61320,0,20jan1961,19jan1963,730
"USA",8,"Labor","Wirtz","WW","Male","DEM",61320,1,20jan1961,19jan1963,730
"USA",8,"Labor","Goldberg","AJ","Male","DEM",61320,1,20jan1961,19jan1963,730
"USA",8,"Postmaster General","Day","JE","Male","DEM",61320,0,20jan1961,19jan1963,730
"USA",8,"President","Kennedy","JF","Male","DEM",61320,0,20jan1961,19jan1963,730
"USA",8,"Secretary of State","Rusk","DD","Male","DEM",61320,0,20jan1961,19jan1963,730
"USA",8,"Solicitor General","Cox","A","Male","DEM",61320,0,20jan1961,19jan1963,730
"USA",8,"Treasury","Dillon","CD","Male","DEM",61320,0,20jan1961,19jan1963,730
"USA",8,"UN Ambassador","Stevenson","AE","Male","DEM",61320,0,20jan1961,19jan1963,730
"USA",8,"Vice President","Johnson","LB","Male","DEM",61320,0,20jan1961,19jan1963,730
"USA",9,"Agriculture","Freeman","OL","Male","DEM",61320,0,20jan1963,22nov1963,307
"USA",9,"Attorney General","Kennedy","RF","Male","DEM",61320,0,20jan1963,22nov1963,307
"USA",9,"Commerce","Hodges","LH","Male","DEM",61320,0,20jan1963,22nov1963,307
"USA",9,"Defense","McNamara","RS","Male","DEM",61320,0,20jan1963,22nov1963,307
"USA",9,"Health, Education and Welfare","Celebresse","AJ","Male","DEM",61320,0,20jan1963,22nov1963,307
"USA",9,"Housing and Town Development","Weaver","RC","Male","DEM",61320,0,20jan1963,22nov1963,307
"USA",9,"Interior","Udall","S","Male","DEM",61320,0,20jan1963,22nov1963,307
"USA",9,"Labor","Wirtz","WW","Male","DEM",61320,0,20jan1963,22nov1963,307
"USA",9,"Postmaster General","Day","JE","Male","DEM",61320,1,20jan1963,22nov1963,307
"USA",9,"Postmaster General","Gronouski","JA","Male","DEM",61320,1,20jan1963,22nov1963,307
"USA",9,"President","Kennedy","JF","Male","DEM",61320,0,20jan1963,22nov1963,307
"USA",9,"Secretary of State","Rusk","DD","Male","DEM",61320,0,20jan1963,22nov1963,307
"USA",9,"Solicitor General","Cox","A","Male","DEM",61320,0,20jan1963,22nov1963,307
"USA",9,"Treasury","Dillon","CD","Male","DEM",61320,0,20jan1963,22nov1963,307
"USA",9,"UN Ambassador","Stevenson","AE","Male","DEM",61320,0,20jan1963,22nov1963,307
"USA",9,"Vice President","Johnson","LB","Male","DEM",61320,0,20jan1963,22nov1963,307
"USA",10,"Agriculture","Freeman","OL","Male","DEM",61320,0,23nov1963,19jan1965,424
"USA",10,"Attorney General","Katzenbach","N de B","Male","DEM",61320,1,23nov1963,19jan1965,424
"USA",10,"Attorney General","Kennedy","RF","Male","DEM",61320,1,23nov1963,19jan1965,424
"USA",10,"Commerce","Hodges","LH","Male","DEM",61320,0,23nov1963,19jan1965,424
"USA",10,"Defense","McNamara","RS","Male","REP",61620,0,23nov1963,19jan1965,424
"USA",10,"Health, Education and Welfare","Celebresse","AJ","Male","DEM",61320,0,23nov1963,19jan1965,424
"USA",10,"Interior","Udall","S","Male","DEM",61320,0,23nov1963,19jan1965,424
"USA",10,"Labor","Wirtz","WW","Male","DEM",61320,0,23nov1963,19jan1965,424
"USA",10,"Postmaster General","Gronouski","JA","Male","DEM",61320,1,23nov1963,19jan1965,424
"USA",10,"President","Johnson","LB","Male","DEM",61320,0,23nov1963,19jan1965,424
"USA",10,"Secretary of State","Rusk","DD","Male","DEM",61320,0,23nov1963,19jan1965,424
"USA",10,"Solicitor General","Cox","A","Male","DEM",61320,0,23nov1963,19jan1965,424
"USA",10,"Treasury","Dillon","CD","Male","DEM",61320,0,23nov1963,19jan1965,424
"USA",10,"UN Ambassador","Stevenson","AE","Male","DEM",61320,0,23nov1963,19jan1965,424
"USA",11,"Agriculture","Freeman","OL","Male","DEM",61320,0,20jan1965,19jan1967,730
"USA",11,"Attorney General","Katzenbach","N de B","Male","DEM",61320,1,20jan1965,19jan1967,730
"USA",11,"Attorney General","Clark","R","Male","DEM",61320,1,20jan1965,19jan1967,730
"USA",11,"Commerce","Connor","JT","Male","DEM",61320,0,20jan1965,19jan1967,730
"USA",11,"Defense","McNamara","RS","Male","REP",61620,0,20jan1965,19jan1967,730
"USA",11,"Health, Education and Welfare","Celebresse","AJ","Male","DEM",61320,1,20jan1965,19jan1967,730
"USA",11,"Health, Education and Welfare","Gardner","JW","Male","REP",61620,1,20jan1965,19jan1967,730
"USA",11,"Housing and Town Development","Weaver","RC","Male","DEM",61320,0,20jan1965,19jan1967,730
"USA",11,"Interior","Udall","S","Male","DEM",61320,0,20jan1965,19jan1967,730
"USA",11,"Labor","Wirtz","WW","Male","DEM",61320,0,20jan1965,19jan1967,730
"USA",11,"Postmaster General","O'Brien","LF","Male","DEM",61320,1,20jan1965,19jan1967,730
"USA",11,"Postmaster General","Gronouski","JA","Male","DEM",61320,1,20jan1965,19jan1967,730
"USA",11,"President","Johnson","LB","Male","DEM",61320,0,20jan1965,19jan1967,730
"USA",11,"Secretary of State","Rusk","DD","Male","DEM",61320,0,20jan1965,19jan1967,730
"USA",11,"Solicitor General","Cox","A","Male","DEM",61320,0,20jan1965,19jan1967,730
"USA",11,"Treasury","Dillon","CD","Male","DEM",61320,1,20jan1965,19jan1967,730
"USA",11,"Treasury","Fowler","HH","Male","REP",61620,1,20jan1965,19jan1967,730
"USA",11,"UN Ambassador","Goldberg","AJ","Male","DEM",61320,1,20jan1965,19jan1967,730
"USA",11,"UN Ambassador","Stevenson","AE","Male","DEM",61320,1,20jan1965,19jan1967,730
"USA",11,"Vice President","Humphrey","HH","Male","DEM",61320,0,20jan1965,19jan1967,730
"USA",12,"Agriculture","Freeman","OL","Male","DEM",61320,0,20jan1967,19jan1969,731
"USA",12,"Attorney General","Clark","R","Male","DEM",61320,0,20jan1967,19jan1969,731
"USA",12,"Commerce","Trowbridge","AB","Male","DEM",61320,1,20jan1967,19jan1969,731
"USA",12,"Commerce","Smith","CR","Male","DEM",61320,1,20jan1967,19jan1969,731
"USA",12,"Defense","McNamara","RS","Male","REP",61620,1,20jan1967,19jan1969,731
"USA",12,"Defense","Clifford","CM","Male","DEM",61320,1,20jan1967,19jan1969,731
"USA",12,"Health, Education and Welfare","Gardner","JW","Male","REP",61620,1,20jan1967,19jan1969,731
"USA",12,"Health, Education and Welfare","Cohen","WJ","Male","DEM",61320,1,20jan1967,19jan1969,731
"USA",12,"Housing and Town Development","Weaver","RC","Male","DEM",61320,0,20jan1967,19jan1969,731
"USA",12,"Interior","Udall","S","Male","DEM",61320,0,20jan1967,19jan1969,731
"USA",12,"Labor","Wirtz","WW","Male","DEM",61320,0,20jan1967,19jan1969,731
"USA",12,"Postmaster General","O'Brien","LF","Male","DEM",61320,1,20jan1967,19jan1969,731
"USA",12,"Postmaster General","Watson","MM","Male","DEM",61320,1,20jan1967,19jan1969,731
"USA",12,"President","Johnson","LB","Male","DEM",61320,0,20jan1967,19jan1969,731
"USA",12,"Secretary of State","Rusk","DD","Male","DEM",61320,0,20jan1967,19jan1969,731
"USA",12,"Solicitor General","Cox","A","Male","DEM",61320,0,20jan1967,19jan1969,731
"USA",12,"Transportation","Boyd","AC","Male","DEM",61320,0,20jan1967,19jan1969,731
"USA",12,"Treasury","Fowler","HH","Male","REP",61620,1,20jan1967,19jan1969,731
"USA",12,"Treasury","Barr","JW","Male","DEM",61320,1,20jan1967,19jan1969,731
"USA",12,"UN Ambassador","Goldberg","AJ","Male","DEM",61320,0,20jan1967,19jan1969,731
"USA",12,"Vice President","Humphrey","HH","Male","DEM",61320,0,20jan1967,19jan1969,731
"USA",13,"Agriculture","Hardin","C","Male","REP",61620,0,20jan1969,19jan1971,730
"USA",13,"Attorney General","Mitchell","JN","Male","REP",61620,0,20jan1969,19jan1971,730
"USA",13,"Commerce","Stans","MH","Male","REP",61620,0,20jan1969,19jan1971,730
"USA",13,"Defense","Laird","MR","Male","REP",61620,0,20jan1969,19jan1971,730
"USA",13,"Health, Education and Welfare","Finch","RH","Male","REP",61620,0,20jan1969,19jan1971,730
"USA",13,"Housing and Urban Development","Romney","GW","Male","REP",61620,0,20jan1969,19jan1971,730
"USA",13,"Interior","Hickel","WJ","Male","REP",61620,1,20jan1969,19jan1971,730
"USA",13,"Labor","Shultz","GP","Male","REP",61620,1,20jan1969,19jan1971,730
"USA",13,"Labor","Hodgson","JD","Male","REP",61620,1,20jan1969,19jan1971,730
"USA",13,"Postmaster General","Blount","WM","Male","REP",61620,0,20jan1969,19jan1971,730
"USA",13,"President","Nixon","RM","Male","REP",61620,0,20jan1969,19jan1971,730
"USA",13,"Secretary of State","Rogers","WP","Male","REP",61620,0,20jan1969,19jan1971,730
"USA",13,"Transportation","Volpe","JA","Male","REP",61620,0,20jan1969,19jan1971,730
"USA",13,"Treasury","Connally","JB","Male","REP",61620,1,20jan1969,19jan1971,730
"USA",13,"Treasury","Kennedy","DM","Male","REP",61620,1,20jan1969,19jan1971,730
"USA",13,"Vice President","Agnew","ST","Male","REP",61620,0,20jan1969,19jan1971,730
"USA",14,"Agriculture","Hardin","C","Male","REP",61620,1,20jan1971,19jan1973,731
"USA",14,"Agriculture","Butz","EL","Male","REP",61620,1,20jan1971,19jan1973,731
"USA",14,"Attorney General","Kleindienst","RG","Male","REP",61620,1,20jan1971,19jan1973,731
"USA",14,"Attorney General","Mitchell","JN","Male","REP",61620,1,20jan1971,19jan1973,731
"USA",14,"Commerce","Peterson","PG","Male","REP",61620,1,20jan1971,19jan1973,731
"USA",14,"Commerce","Stans","MH","Male","REP",61620,1,20jan1971,19jan1973,731
"USA",14,"Defense","Laird","MR","Male","REP",61620,0,20jan1971,19jan1973,731
"USA",14,"Health, Education and Welfare","Finch","RH","Male","REP",61620,0,20jan1971,19jan1973,731
"USA",14,"Housing and Urban Development","Romney","GW","Male","REP",61620,0,20jan1971,19jan1973,731
"USA",14,"Interior","Morton","RCB","Male","REP",61620,0,20jan1971,19jan1973,731
"USA",14,"Labor","Hodgson","JD","Male","REP",61620,0,20jan1971,19jan1973,731
"USA",14,"President","Nixon","RM","Male","REP",61620,0,20jan1971,19jan1973,731
"USA",14,"Secretary of State","Rogers","WP","Male","REP",61620,0,20jan1971,19jan1973,731
"USA",14,"Transportation","Volpe","JA","Male","REP",61620,0,20jan1971,19jan1973,731
"USA",14,"Treasury","Connally","JB","Male","REP",61620,1,20jan1971,19jan1973,731
"USA",14,"Treasury","Shultz","GP","Male","REP",61620,1,20jan1971,19jan1973,731
"USA",14,"Vice President","Agnew","ST","Male","REP",61620,0,20jan1971,19jan1973,731
"USA",15,"Agriculture","Butz","EL","Male","REP",61620,0,20jan1973,08aug1974,566
"USA",15,"Attorney General","Richardson","EL","Male","REP",61620,1,20jan1973,08aug1974,566
"USA",15,"Attorney General","Kleindienst","RG","Male","REP",61620,1,20jan1973,08aug1974,566
"USA",15,"Attorney General","Saxbe","WB","Male","REP",61620,1,20jan1973,08aug1974,566
"USA",15,"Commerce","Dent","FB","Male","REP",61620,0,20jan1973,08aug1974,566
"USA",15,"Defense","Schlesinger","JR","Male","REP",61620,1,20jan1973,08aug1974,566
"USA",15,"Defense","Richardson","EL","Male","REP",61620,1,20jan1973,08aug1974,566
"USA",15,"Health, Education and Welfare","Weinberger","CW","Male","REP",61620,0,20jan1973,08aug1974,566
"USA",15,"Housing and Urban Development","Lynn","JT","Male","REP",61620,0,20jan1973,08aug1974,566
"USA",15,"Interior","Morton","RCB","Male","REP",61620,0,20jan1973,08aug1974,566
"USA",15,"Labor","Brennan","PJ","Male","DEM",61320,0,20jan1973,08aug1974,566
"USA",15,"President","Nixon","RM","Male","REP",61620,0,20jan1973,08aug1974,566
"USA",15,"Secretary of State","Kissinger","HA","Male","NONA",,1,20jan1973,08aug1974,566
"USA",15,"Secretary of State","Rogers","WP","Male","REP",61620,1,20jan1973,08aug1974,566
"USA",15,"Transportation","Brinegar","CS","Male","REP",61620,0,20jan1973,08aug1974,566
"USA",15,"Treasury","Shultz","GP","Male","REP",61620,0,20jan1973,08aug1974,566
"USA",15,"Vice President","Agnew","ST","Male","REP",61620,1,20jan1973,08aug1974,566
"USA",15,"Vice President","Ford","GR","Male","REP",61620,1,20jan1973,08aug1974,566
"USA",16,"Agriculture","Butz","EL","Male","REP",61620,0,09aug1974,19jan1975,164
"USA",16,"Attorney General","Saxbe","WB","Male","REP",61620,0,09aug1974,19jan1975,164
"USA",16,"Commerce","Dent","FB","Male","REP",61620,0,09aug1974,19jan1975,164
"USA",16,"Defense","Schlesinger","JR","Male","REP",61620,0,09aug1974,19jan1975,164
"USA",16,"Health, Education and Welfare","Weinberger","CW","Male","REP",61620,0,09aug1974,19jan1975,164
"USA",16,"Housing and Urban Development","Lynn","JT","Male","REP",61620,0,09aug1974,19jan1975,164
"USA",16,"Interior","Morton","RCB","Male","REP",61620,0,09aug1974,19jan1975,164
"USA",16,"Labor","Brennan","PJ","Male","DEM",61320,0,09aug1974,19jan1975,164
"USA",16,"President","Ford","GR","Male","REP",61620,0,09aug1974,19jan1975,164
"USA",16,"Secretary of State","Kissinger","HA","Male","NONA",,0,09aug1974,19jan1975,164
"USA",16,"Transportation","Brinegar","CS","Male","REP",61620,0,09aug1974,19jan1975,164
"USA",16,"Treasury","Simon","WE","Male","REP",61620,0,09aug1974,19jan1975,164
"USA",16,"Vice President","Rockefeller","NA","Male","REP",61620,0,09aug1974,19jan1975,164
"USA",17,"Agriculture","Butz","EL","Male","REP",61620,0,20jan1975,19jan1977,731
"USA",17,"Attorney General","Levi","EH","Male","REP",61620,0,20jan1975,19jan1977,731
"USA",17,"Commerce","Morton","RCB","Male","REP",61620,1,20jan1975,19jan1977,731
"USA",17,"Commerce","Dent","FB","Male","REP",61620,1,20jan1975,19jan1977,731
"USA",17,"Commerce","Richardson","EL","Male","REP",61620,1,20jan1975,19jan1977,731
"USA",17,"Defense","Rumsfeld","D","Male","REP",61620,1,20jan1975,19jan1977,731
"USA",17,"Defense","Schlesinger","JR","Male","REP",61620,1,20jan1975,19jan1977,731
"USA",17,"Health, Education and Welfare","Matthews","FD","Male","DEM",61320,1,20jan1975,19jan1977,731
"USA",17,"Health, Education and Welfare","Weinberger","CW","Male","REP",61620,1,20jan1975,19jan1977,731
"USA",17,"Housing and Urban Development","Anderson Hills","C","Female","REP",61620,0,20jan1975,19jan1977,731
"USA",17,"Interior","Hathaway","SK","Male","REP",61620,1,20jan1975,19jan1977,731
"USA",17,"Interior","Morton","RCB","Male","REP",61620,1,20jan1975,19jan1977,731
"USA",17,"Interior","Kleppe","TS","Male","REP",61620,1,20jan1975,19jan1977,731
"USA",17,"Labor","Usery","WJ","Male","DEM",61320,1,20jan1975,19jan1977,731
"USA",17,"Labor","Dunlop","JT","Male","DEM",61320,1,20jan1975,19jan1977,731
"USA",17,"Labor","Brennan","PJ","Male","DEM",61320,1,20jan1975,19jan1977,731
"USA",17,"President","Ford","GR","Male","REP",61620,0,20jan1975,19jan1977,731
"USA",17,"Secretary of State","Kissinger","HA","Male","REP",61620,0,20jan1975,19jan1977,731
"USA",17,"Transportation","Coleman","WT","Male","REP",61620,1,20jan1975,19jan1977,731
"USA",17,"Transportation","Brinegar","CS","Male","REP",61620,1,20jan1975,19jan1977,731
"USA",17,"Treasury","Simon","WE","Male","REP",61620,0,20jan1975,19jan1977,731
"USA",17,"Vice President","Rockefeller","NA","Male","REP",61620,0,20jan1975,19jan1977,731
"USA",18,"Agriculture","Bergland","RCB","Male","DEM",61320,0,20jan1977,19jan1979,730
"USA",18,"Attorney General","Bell","GB","Male","DEM",61320,0,20jan1977,19jan1979,730
"USA",18,"Commerce","Kreps","JM","Female","DEM",61320,0,20jan1977,19jan1979,730
"USA",18,"Defense","Brown","H ","Male","DEM",61320,0,20jan1977,19jan1979,730
"USA",18,"Education","Hufstedler","SM","Female","DEM",61320,0,20jan1977,19jan1979,730
"USA",18,"Energy","Schlesinger","JR","Male","REP",61620,0,20jan1977,19jan1979,730
"USA",18,"Health, Education and Welfare","Califano","JA","Male","DEM",61320,0,20jan1977,19jan1979,730
"USA",18,"Housing and Urban Development","Harris","PR","Female","DEM",61320,0,20jan1977,19jan1979,730
"USA",18,"Interior","Andrews","CD","Male","DEM",61320,0,20jan1977,19jan1979,730
"USA",18,"Labor","Marshall","FR","Male","DEM",61320,0,20jan1977,19jan1979,730
"USA",18,"President","Carter","J","Male","DEM",61320,0,20jan1977,19jan1979,730
"USA",18,"Secretary of State","Vance","CR","Male","DEM",61320,0,20jan1977,19jan1979,730
